sample_id,dataset,category_or_subset,image_path,rtdetr_box_status,sam2_status,sam2_time_ms,sam2_sideview_iou,sam2_sideview_dice,yolo26_status,yolo26_time_ms,yolo26_sideview_iou,yolo26_sideview_dice,oracle_sam_iou,oracle_sam_dice
sample_0282,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/465/465_0017.jpg,box_present,segmented,381.1,0.9828,0.9913,segmented,40.2,0.971,0.9853,0.9828,0.9913
sample_0283,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/192/192_0010.jpg,box_present,segmented,381.0,0.9576,0.9784,segmented,40.6,0.9555,0.9772,0.9555,0.9773
sample_0284,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/192/192_0012.jpg,box_present,segmented,381.7,0.9475,0.973,segmented,40.0,0.9073,0.9514,0.9482,0.9734
sample_0285,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/345/345_0004.jpg,box_present,segmented,382.0,0.9831,0.9915,segmented,40.0,0.9553,0.9771,0.9824,0.9911
sample_0286,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/737/737_0007.jpg,box_present,segmented,381.8,0.963,0.9811,segmented,40.1,0.8552,0.922,0.9623,0.9808
sample_0287,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/128/128_0011.jpg,box_present,segmented,380.3,0.9873,0.9936,segmented,39.7,0.9076,0.9516,0.9872,0.9936
sample_0288,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/290/290_0011.jpg,box_present,segmented,382.7,0.9642,0.9818,segmented,40.1,0.9629,0.9811,0.9642,0.9818
sample_0289,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/680/680_0003.jpg,box_present,segmented,381.4,0.9699,0.9847,segmented,39.7,0.9459,0.9722,0.9699,0.9847
sample_0290,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/207/207_0006.jpg,box_present,segmented,381.0,0.9307,0.9641,segmented,40.1,0.9428,0.9706,0.9333,0.9655
sample_0291,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/192/192_0004.jpg,box_present,segmented,382.0,0.9827,0.9913,segmented,40.7,0.8711,0.9311,0.983,0.9914
sample_0292,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/871/871_0006.jpg,box_present,segmented,390.4,0.9581,0.9786,segmented,40.2,0.9333,0.9655,0.9598,0.9795
sample_0293,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/621/621_0007.jpg,box_present,segmented,382.6,0.9771,0.9884,segmented,40.0,0.9401,0.9691,0.9773,0.9885
sample_0294,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/374/374_0025.jpg,box_present,segmented,387.2,0.8769,0.9344,segmented,40.1,0.8254,0.9043,0.9063,0.9509
sample_0295,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/176/176_0010.jpg,box_present,segmented,380.7,0.9665,0.9829,segmented,40.8,0.9512,0.975,0.9554,0.9772
sample_0296,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/660/660_0002.jpg,box_present,segmented,379.7,0.957,0.978,segmented,39.5,0.9473,0.9729,0.9812,0.9905
sample_0297,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/168/168_0003.jpg,box_present,segmented,380.8,0.9648,0.9821,segmented,40.9,0.9573,0.9782,0.9636,0.9815
sample_0298,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/465/465_0008.jpg,box_present,segmented,383.3,0.9791,0.9894,segmented,39.9,0.9696,0.9846,0.9792,0.9895
sample_0299,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/241/241_0007.jpg,box_present,segmented,381.2,0.9458,0.9722,segmented,39.7,0.9178,0.9571,0.9425,0.9704
sample_0300,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/975/975_0015.jpg,box_present,segmented,381.6,0.9755,0.9876,segmented,39.9,0.9654,0.9824,0.9753,0.9875
